OrderId,StopSequenceNumber,CargoChangeSequenceNumber,CargoChangeType,GeneralDescription,Weight,TruckNumber,TrailerNumber,Driver1Name,Driver2Name
"000000000235",2,1,"Load","Stovepipe hats, engine parts and apples",2744.68,"217319029171","","Ulysses Mitchell",""
"000000000235",5,1,"Load","Quilts and Caesar salad mix",4401.23,"","991712605510","Harriet C. Velazquez",""
"000000000235",6,1,"Load","Orange juice, Caesar salad mix and machinery",8722.51,"212438859624","","Alfred Harrison-Quasnoy",""
"000000000235",6,2,"Drop","Nylon stockings and orange juice",9573.99,"","","Yancey Grimes",""
"000000000235",7,1,"Load","Ice cream cones, quilts and stovepipe hats",361.8,"716190510022","908454907836","William Lewis",""
"000000000235",8,1,"Unload","Stovepipe hats, uranium and machinery",3376.2,"684439136010","910740413908","George Harrison",""
"000000000235",9,1,"Unload","gold",1725.41,"","512683292768","Nancy Yarbrough",""
"000000000236",2,1,"Hook","Turtle eggs and gold",2177.03,"","730643741966","Charles Thompson",""
"000000000236",3,1,"Load","Orange juice and turtle eggs",518.02,"816578348100","135702070397","Mitchell Covington",""
"000000000236",5,1,"Load","Turtle eggs, bricks and krazy glue",6272.55,"379852157693","451846649572","Nancy G. Mitchell",""
"000000000236",6,1,"Load","Windows and lobsters",8946.9,"855886695553","655009949283","Oliver Dawson",""
"000000000236",7,1,"Hook","Windows and flash-frozen french fries",1120.82,"","818958882316","Xaviera Kern",""
"000000000236",8,1,"Hook","Orange juice, yoyos and quilts",574.97,"284212154940","","Danielle Irvin French",""
"000000000236",9,1,"Unload","Engine parts, potatoes and ice cream cones",4985.58,"","716612528194","Tammy N. Xing",""
"000000000237",2,1,"Load","Velvet, hot dog buns, apples and ice cream cones",4388.91,"","639624875379","Isaiah O'Toole",""
"000000000237",4,1,"Unload","quilts",8359.18,"889637821549","17962187963","Francis Kern",""
"000000000237",5,1,"Drop","Caesar salad mix, turtle eggs and engine parts",981.76,"","133313496041","Alfred Lewis","Oliver Edwards"
"000000000237",6,1,"Unload","Nylon stockings and x-ray machine parts",2928.29,"972664368392","184541189384","Isaiah Mitchell-Nelson",""
"000000000237",7,1,"Load","Krazy glue, radium and dogfood",3411.47,"704613982625","","George Williams",""
"000000000237",8,1,"Unload","Turtle eggs, yoyos and dogfood",6736.12,"242676852301","760850627796","Patricia V. Irvin",""
"000000000238",2,1,"Hook","Gold and nylon stockings",3840.3,"","979165918119","Patricia French","Louise Q. French"
"000000000238",3,1,"Hook","turtle eggs",6443.07,"672152490862","","George Williams",""
"000000000238",3,2,"Drop","Apples, turtle eggs, lobsters and x-ray machine parts",9673.06,"74927751864","206116194938","Patricia French",""
"000000000238",5,1,"Hook","krazy glue",1079.9,"706609257424","83979854875","Xaviera Nelson",""
"000000000238",5,2,"Unload","Machinery, bricks and turtle eggs",1056.25,"531304581206","468766215267","Ulysses Lewis",""
"000000000238",6,1,"Drop","Potatoes and engine parts",7262.83,"290814603680","405768496547","Ulysses S. French",""
"000000000239",2,1,"Hook","Engine parts, stovepipe hats and machinery",1312.27,"","","George Harrison","Patricia E. Grimes"
"000000000239",3,1,"Load","Stovepipe hats, potatoes, x-ray machine parts and uranium",5596.68,"","282129365606","Patricia G. Grimes",""
"000000000239",3,2,"Drop","Lobsters and nylon stockings",2816.04,"","","Betty M. Thompson",""
"000000000239",4,1,"Unload","Velvet, stovepipe hats, dogfood and turtle eggs",2288.05,"786312958936","879331656395","Oliver V. Covington",""
"000000000239",5,1,"Hook","x-ray machine parts",4753.5,"129981670130","","Nancy Xing",""
"000000000239",6,1,"Hook","X-ray machine parts, krazy glue and engine parts",4689.76,"","842542471768","Isaiah Smith Underwood",""
"000000000239",7,1,"Hook","Stovepipe hats and Caesar salad mix",2719.64,"64943471559","","Nancy Benitez","Kevin Grimes"
"000000000239",8,1,"Unload","Windows and velvet",1500.81,"844846638798","942886850893","Harriet Xing",""
"000000000239",9,1,"Load","Apples, turtle eggs, quilts and potatoes",7667.25,"233803462204","","Francis Underwood",""
"000000000239",9,2,"Drop","Quilts, windows and apples",7720.67,"856041906734","","Janice Nelson",""
"000000000239",10,1,"Drop","turtle eggs",1020.74,"144449498057","193119429697","Ulysses P. Perry-Velazquez",""
"000000000239",11,1,"Unload","Hot dog buns and dogfood",6853.79,"","662284337381","Harriet Harrison",""
"000000000240",2,1,"Load","gold",5962.64,"921540909700","747175130756","Yancey Yarbrough",""
"000000000240",3,1,"Drop","Orange juice, engine parts, dogfood and apples",7606.08,"950399618206","950734751180","George Williams",""
"000000000240",5,1,"Drop","X-ray machine parts, turtle eggs, potatoes and dogfood",6449.31,"839519148696","","Yancey D. Ramakrishnan",""
"000000000240",6,1,"Unload","Turtle eggs and dogfood",4781.75,"","908588685416","Patricia U. Covington",""
"000000000240",7,1,"Drop","Potatoes and krazy glue",605.84,"","544319642744","Kevin Lewis-Harrison",""
"000000000241",2,1,"Load","Lobsters, windows, orange juice and nylon stockings",6272.54,"","619409979034","Nancy Williams",""
"000000000241",3,1,"Load","Stovepipe hats, nylon stockings, jogging pants and windows",7334.96,"989038448634","","Samuel Smith-Anderson",""
"000000000241",4,1,"Hook","Caesar salad mix, engine parts and ice cream cones",899.03,"299618309003","302666371421","Oliver P. Lewis",""
"000000000241",4,2,"Unload","Dogfood and orange juice",9225.89,"400938044781","","Harriet Perry",""
"000000000241",5,1,"Load","Windows, hot dog buns and ice cream cones",472.25,"830052555769","","George H. Williams",""
"000000000241",5,2,"Unload","Windows, lobsters and dogfood",9720.27,"409490340470","303178752694","Danielle X. Smith-Thompson","Samuel K. O'Toole-French"
"000000000241",6,1,"Hook","Turtle eggs and flash-frozen french fries",1405.04,"913521679516","","Roberta B. Lewis",""
"000000000241",7,1,"Load","Quilts and radium",1840.58,"755920366033","426653256409","Yancey Mitchell",""
"000000000241",7,2,"Unload","Caesar salad mix, windows and gold",2814.45,"597304055440","819808755475","Harriet Jackson Irvin",""
"000000000241",8,1,"Load","Yoyos, krazy glue, quilts and windows",7800.79,"","553779967997","Tammy Anderson",""
"000000000241",9,1,"Drop","Ice cream cones, windows, stovepipe hats and uranium",4963.87,"600609416434","","Francis Underwood",""
"000000000242",2,1,"Hook","Lobsters, ice cream cones and turtle eggs",6316.65,"201592678508","","William K. Nelson",""
"000000000242",4,1,"Unload","Stovepipe hats and jogging pants",546.77,"855532586473","","Samuel Anderson",""
"000000000242",6,1,"Drop","Radium, ice cream cones and stovepipe hats",2391.03,"835755407876","12433350931","Nancy Smith","Velma R. Dawson"
"000000000243",2,1,"Hook","Orange juice and engine parts",8045.92,"676717333116","","Ulysses Quasnoy","Patricia Williams"
"000000000243",3,1,"Hook","Krazy glue, hot dog buns and quilts",7014.99,"","","William K. Anderson-Covington",""
"000000000243",4,1,"Hook","Turtle eggs and dogfood",9358.01,"852431918337","","Roberta Ramakrishnan",""
"000000000243",5,1,"Drop","Windows and flash-frozen french fries",7013.37,"519354681595","575210752272","Kevin A. Edwards-Thompson",""
"000000000244",2,1,"Load","Potatoes and x-ray machine parts",1352.37,"961995921198","160548780736","Ulysses P. Quasnoy",""
"000000000244",6,1,"Unload","Nylon stockings, flash-frozen french fries and gold",5978.53,"18783927098","","Betty Velazquez",""
"000000000245",2,1,"Load","flash-frozen french fries",9546.58,"115865652920","","Alfred X. Kern",""
"000000000245",4,1,"Hook","Jogging pants, yoyos, lobsters and potatoes",870.46,"","","Nancy B. Grimes",""
"000000000245",7,1,"Hook","velvet",3195.75,"998416813644","724466293756","Louise V. Nelson",""
"000000000245",8,1,"Hook","Engine parts, ice cream cones, orange juice and windows",1316.94,"","","Betty D. Edwards-Underwood",""
"000000000245",8,2,"Drop","Flash-frozen french fries, potatoes and ice cream cones",5457.28,"514155112224","","Velma O. Covington Ramakrishnan",""
"000000000245",9,1,"Unload","Stovepipe hats, jogging pants, gold and nylon stockings",6704.93,"721937278233","852255351771","Quincy O'Toole",""
"000000000245",10,1,"Unload","Orange juice, engine parts and potatoes",405.97,"","760944308942","Yancey O'Toole",""
"000000000246",2,1,"Hook","x-ray machine parts",1251.05,"","995554366012","Tammy Grimes",""
"000000000246",3,1,"Load","Caesar salad mix and hot dog buns",1000.22,"721968568728","441005780439","William Williams",""
"000000000246",4,1,"Unload","ice cream cones",6392.67,"393992283344","","Patricia W. French",""
"000000000246",5,1,"Unload","stovepipe hats",2633.68,"225691383650","664250192981","Kevin X. Dawson",""
"000000000246",6,1,"Drop","Engine parts, jogging pants and stovepipe hats",1399.39,"544293008067","718906294825","William Quasnoy",""
"000000000246",7,1,"Unload","flash-frozen french fries",8152.05,"","215352741034","Tammy E. Williams-Grimes","Danielle O. Underwood-Edwards"
"000000000246",8,1,"Unload","Orange juice and x-ray machine parts",5200.44,"399886395512","756929673725","Harriet O'Toole",""
"000000000247",2,1,"Load","Uranium and ice cream cones",2275.56,"978087519084","542782843376","Kevin Irvin",""
"000000000247",3,1,"Drop","windows",4866.27,"69981457759","906625374347","Tammy Harrison",""
"000000000247",4,1,"Unload","Dogfood and apples",6112.26,"444769413031","51230164632","Alfred Covington",""
"000000000247",6,1,"Drop","apples",2287.12,"456554677190","629005146409","Harriet Thompson",""
"000000000247",7,1,"Unload","Turtle eggs, gold, orange juice and quilts",4695.56,"939458369226","548874708973","Mitchell Perry","Patricia Covington"
"000000000247",8,1,"Load","X-ray machine parts, hot dog buns and yoyos",1543.69,"","609311953396","Tammy Harrison",""
"000000000247",8,2,"Drop","Bricks and velvet",2209.91,"93114088266","510516481498","Ulysses Quasnoy",""
"000000000247",9,1,"Drop","Orange juice, machinery and engine parts",5472.99,"198293202354","373024214154","Samuel X. Ramakrishnan",""
"000000000248",2,1,"Load","hot dog buns",6680.73,"41717558451","964402529349","Eduardo Nelson",""
"000000000248",3,1,"Hook","Yoyos, lobsters and apples",147.12,"","142708505910","Danielle R. Smith",""
"000000000248",4,1,"Load","Apples, radium and velvet",5502.11,"356199705713","281717328723","Ulysses N. Kern","Kevin Covington"
"000000000248",5,1,"Drop","Jogging pants, krazy glue and windows",9720.3,"","929804682127","Patricia Williams",""
"000000000249",2,1,"Hook","Dogfood, hot dog buns and bricks",379.87,"577870599562","545048244470","Velma Thompson",""
"000000000249",5,1,"Drop","Jogging pants, bricks and orange juice",487.75,"","171836636440","Mitchell French",""
"000000000249",7,1,"Load","Caesar salad mix, gold, stovepipe hats and yoyos",682.24,"","648849891424","Harriet C. Underwood",""
"000000000249",9,1,"Load","Krazy glue, nylon stockings and gold",6189.83,"236172414540","","Velma C. Harrison",""
"000000000249",10,1,"Unload","X-ray machine parts and velvet",4811.38,"35785965664","813431449803","Ulysses S. Lewis",""
"000000000249",12,1,"Drop","Engine parts, krazy glue, gold and jogging pants",9638.41,"732679313288","","William Q. Williams",""
"000000000249",13,1,"Drop","Flash-frozen french fries, krazy glue and machinery",5682.81,"949062628598","","Xaviera S. Lewis-Xing",""
"000000000250",2,1,"Load","radium",3587.94,"207949334071","175190614527","Danielle O. O'Toole","Kevin R. Underwood"
"000000000250",4,1,"Load","Radium and orange juice",5262.54,"918146738704","572205752076","Xaviera Mitchell-Harrison",""
"000000000250",5,1,"Hook","Dogfood and machinery",7810,"","313815757223","Patricia Xing",""
"000000000250",5,2,"Unload","Caesar salad mix, windows, bricks and gold",4872.79,"787591294184","","Eduardo R. Lewis",""
"000000000250",6,1,"Hook","apples",3200.45,"469664400249","601492982190","Charles Yarbrough",""
"000000000250",6,2,"Unload","krazy glue",8895.61,"","645239975653","Samuel B. Williams",""
"000000000250",8,1,"Unload","Ice cream cones, dogfood and stovepipe hats",9413.7,"430586831043","","Yancey Irvin",""
"000000000250",9,1,"Load","Stovepipe hats and velvet",1593.29,"","265535631797","Eduardo Grimes",""
"000000000250",13,1,"Unload","Stovepipe hats, velvet and windows",6928.65,"120325295775","892288480448","William Anderson-Yarbrough",""
"000000000251",2,1,"Load","Quilts, gold and dogfood",2847.65,"622289371121","","Danielle H. Perry",""
"000000000251",6,1,"Unload","krazy glue",2724.89,"","","Louise N. Velazquez",""
"000000000252",2,1,"Hook","Radium and orange juice",1348.21,"","240523349236","Janice Yarbrough","Mitchell B. Smith"
"000000000252",4,1,"Load","Quilts and bricks",3497.84,"787020549264","81926019655","Nancy Perry",""
"000000000252",4,2,"Unload","X-ray machine parts, bricks and nylon stockings",5156.92,"273514805092","876874814449","Janice S. Thompson",""
"000000000252",6,1,"Hook","Machinery, nylon stockings, dogfood and lobsters",576.35,"","","Patricia J. Kern",""
"000000000252",6,2,"Drop","krazy glue",3826.9,"622233921279","753752120976","Janice Y. Williams",""
"000000000252",9,1,"Hook","Nylon stockings and jogging pants",6636.58,"728625991377","771555978341","Eduardo Lewis-Edwards",""
"000000000252",9,2,"Unload","quilts",3550.55,"676420268937","454866595766","Francis Q. Dawson-Jackson",""
"000000000252",10,1,"Load","Flash-frozen french fries, apples, machinery and ice cream cones",9282.56,"","385887517003","Alfred K. French",""
"000000000252",10,2,"Unload","Nylon stockings, hot dog buns and quilts",2237.74,"","149562433056","Eduardo O'Toole",""
"000000000252",11,1,"Load","Turtle eggs, nylon stockings and krazy glue",5569.77,"","293200095037","Isaiah Velazquez-Yarbrough",""
"000000000252",12,1,"Unload","Quilts, gold and apples",2878.97,"","","Louise Ramakrishnan Benitez",""
"000000000253",2,1,"Hook","Dogfood, ice cream cones and nylon stockings",5867.68,"672589605785","349833860991","Tammy Perry",""
"000000000253",3,1,"Load","Uranium, hot dog buns, stovepipe hats and radium",6763.66,"","615592193138","Roberta T. Anderson","Mitchell G. Anderson"
"000000000253",3,2,"Drop","Jogging pants, gold, Caesar salad mix and uranium",539.31,"947771356780","","Nancy E. Velazquez Perry",""
"000000000253",4,1,"Load","Nylon stockings, windows and radium",2932.94,"220534492905","934823213988","Nancy W. Quasnoy",""
"000000000253",4,2,"Unload","Uranium and gold",4345.45,"291563655067","202393963208","Kevin M. Mitchell",""
"000000000253",5,1,"Drop","orange juice",1000.58,"573445326736","193893769552","Eduardo French",""
"000000000254",2,1,"Load","Apples, windows and krazy glue",4221.95,"201614774267","555615280330","Betty Q. Dawson",""
"000000000254",3,1,"Hook","Apples and flash-frozen french fries",5099.36,"","593941033145","Quincy Perry",""
"000000000254",4,1,"Unload","Turtle eggs, engine parts and Caesar salad mix",5231.99,"515521171913","7505794029","Quincy Edwards",""
"000000000254",5,1,"Drop","Engine parts, krazy glue and apples",4276.7,"","237207139236","Kevin Q. Ramakrishnan",""
"000000000254",6,1,"Load","apples",4265.93,"","551338349375","Xaviera Kern",""
"000000000254",7,1,"Load","Engine parts, flash-frozen french fries, orange juice and stovepipe hats",2933.69,"","","Nancy S. Irvin",""
"000000000254",7,2,"Unload","Jogging pants, Caesar salad mix and nylon stockings",4185.32,"760770268902","601268200094","Patricia Mitchell",""
"000000000254",8,1,"Drop","radium",2837.15,"966821038876","","Quincy W. Ramakrishnan",""
"000000000254",9,1,"Unload","Bricks, engine parts, potatoes and windows",7132.97,"","","Quincy Kern",""
"000000000255",2,1,"Hook","Krazy glue and yoyos",8866.49,"","","Kevin Dawson",""
"000000000255",3,1,"Drop","Nylon stockings and radium",7020.97,"698059037564","196639173956","Alfred Dawson",""
"000000000255",4,1,"Drop","krazy glue",833.8,"","666648403718","Oliver Underwood-Yarbrough",""
"000000000255",5,1,"Hook","potatoes",3443.13,"199266848775","542603818168","Oliver Smith",""
"000000000255",5,2,"Drop","Nylon stockings, machinery and gold",7422.01,"","101867222419","Janice Ramakrishnan",""
"000000000255",7,1,"Hook","Bricks, quilts, radium and engine parts",6068.66,"598119559849","469809772369","Nancy I. French-Velazquez",""
"000000000255",7,2,"Drop","krazy glue",9540.19,"315661659241","481105823781","Eduardo Grimes-O'Toole",""
"000000000255",8,1,"Load","Windows, turtle eggs and nylon stockings",4849.13,"","","Velma Perry",""
"000000000255",8,2,"Drop","lobsters",6230.33,"86794124284","","Mitchell Quasnoy",""
"000000000255",9,1,"Unload","Flash-frozen french fries and apples",1599.12,"149004649319","","Oliver Xing",""
"000000000255",10,1,"Unload","Jogging pants, yoyos and quilts",7424.98,"844175536583","","Charles R. Smith Velazquez",""
"000000000255",12,1,"Drop","Lobsters and krazy glue",7763.02,"957759717392","","Nancy Irvin",""
"000000000256",2,1,"Hook","ice cream cones",7176.6,"444938433738","","William J. Yarbrough",""
"000000000256",4,1,"Drop","Jogging pants, dogfood and turtle eggs",3542.73,"","922111084511","Quincy Anderson",""
"000000000256",5,1,"Hook","Orange juice, yoyos, hot dog buns and jogging pants",5610.93,"","","George L. French-O'Toole",""
"000000000256",5,2,"Unload","Quilts, turtle eggs, flash-frozen french fries and radium",4951.73,"973151199724","","Samuel G. Quasnoy",""
"000000000256",6,1,"Drop","Stovepipe hats, uranium, Caesar salad mix and flash-frozen french fries",9275.18,"","194925247576","Isaiah M. Edwards",""
"000000000256",7,1,"Hook","Gold, flash-frozen french fries and velvet",1356.25,"","332323349945","Ulysses Williams",""
"000000000256",8,1,"Load","ice cream cones",2586.82,"","463425221479","George O. Thompson",""
"000000000256",9,1,"Drop","Ice cream cones, engine parts and uranium",7155.35,"87250883510","771880880954","Tammy M. Kern",""
"000000000256",10,1,"Hook","Turtle eggs, krazy glue and engine parts",5120.41,"","38555509504","Janice I. Edwards",""
"000000000256",11,1,"Drop","Quilts and jogging pants",1801.31,"829621057837","","Ulysses S. Harrison Edwards",""
"000000000257",2,1,"Load","lobsters",2218.56,"403797159851","","Betty Y. Covington",""
"000000000257",3,1,"Hook","Orange juice, uranium and velvet",9813.93,"765396870106","753919163930","Velma Covington",""
"000000000257",3,2,"Drop","Potatoes, nylon stockings, flash-frozen french fries and bricks",8023.22,"","","Danielle A. Smith",""
"000000000257",4,1,"Unload","Orange juice, dogfood, Caesar salad mix and jogging pants",6808.08,"","232878851093","Quincy Benitez-Harrison",""
"000000000257",7,1,"Load","krazy glue",3209.52,"978225324501","609230211248","Samuel Grimes",""
"000000000257",7,2,"Unload","Windows, dogfood, engine parts and hot dog buns",2072.5,"59771113290","953297715163","Betty Lewis",""
"000000000257",9,1,"Drop","Bricks, radium and Caesar salad mix",2593.71,"804143219328","65674529392","William Benitez",""
"000000000258",2,1,"Load","Turtle eggs, apples and uranium",2713.4,"","219213556871","Xaviera O'Toole",""
"000000000258",5,1,"Unload","potatoes",7846.92,"128706828122","","Danielle A. Underwood",""
"000000000258",6,1,"Drop","Ice cream cones and jogging pants",1071.14,"901290685779","264429360375","Yancey Kern",""
"000000000258",10,1,"Unload","Apples, engine parts and hot dog buns",3155.99,"","484307696064","Nancy Thompson",""
"000000000259",2,1,"Hook","Apples and yoyos",5256.07,"315084115857","","Ulysses Edwards",""
"000000000259",3,1,"Load","dogfood",2974.48,"79930035532","145686264046","Francis Underwood-Edwards",""
"000000000259",4,1,"Hook","Ice cream cones and stovepipe hats",3973.19,"","983914232070","Charles W. Anderson Smith",""
"000000000259",5,1,"Unload","X-ray machine parts and nylon stockings",5010.59,"468704912014","597763532558","Danielle Kern",""
"000000000259",8,1,"Unload","Potatoes, orange juice, quilts and gold",6911.08,"199971175126","872694475644","Samuel B. Underwood-Mitchell",""
"000000000260",2,1,"Hook","Engine parts and lobsters",6115.24,"","501284949437","Louise Edwards",""
"000000000260",3,1,"Load","Yoyos, krazy glue and flash-frozen french fries",7531.37,"","36007254689","William V. Smith",""
"000000000260",3,2,"Drop","Gold and bricks",3462.66,"62098358595","6843250989","George Benitez",""
"000000000260",4,1,"Hook","Apples, dogfood and gold",6153.07,"917496599486","114091053249","Francis Anderson",""
"000000000260",4,2,"Unload","hot dog buns",1504.64,"","394270267049","Danielle V. Edwards",""
"000000000260",5,1,"Hook","Machinery and potatoes",6005.75,"829724068750","695213045275","Charles Williams-Perry","Ulysses D. Kern"
"000000000260",5,2,"Unload","Ice cream cones, lobsters, bricks and windows",6626.86,"19217559191","332920007432","Betty P. O'Toole-Covington",""
"000000000260",6,1,"Drop","Velvet, engine parts and bricks",2868.21,"","","Isaiah B. Grimes",""
"000000000261",2,1,"Hook","Lobsters, x-ray machine parts, jogging pants and krazy glue",640.52,"603765588668","57384736062","Oliver Kern",""
"000000000261",3,1,"Load","apples",2850.77,"","91486502014","Danielle Benitez",""
"000000000261",3,2,"Drop","apples",3855.71,"556953694906","886061733847","Patricia Velazquez-Thompson",""
"000000000261",4,1,"Hook","Jogging pants, stovepipe hats and turtle eggs",2537,"850113574984","","Patricia B. O'Toole",""
"000000000261",4,2,"Drop","Turtle eggs, flash-frozen french fries, stovepipe hats and yoyos",3459.65,"","310538187913","Kevin I. Ramakrishnan","Mitchell Y. Perry"
"000000000261",6,1,"Hook","Gold, uranium and jogging pants",912.17,"355875542055","941940695123","Kevin Thompson",""
"000000000261",6,2,"Unload","Caesar salad mix, gold and stovepipe hats",7802.33,"432425346461","805170243081","Velma J. Xing",""
"000000000261",7,1,"Load","Flash-frozen french fries and nylon stockings",5041.18,"","","Janice French Nelson",""
"000000000261",8,1,"Load","turtle eggs",9126.1,"","98276816036","Louise Smith-Covington",""
"000000000261",9,1,"Load","Bricks, flash-frozen french fries and quilts",3644.59,"293652266522","990531264362","Eduardo O'Toole",""
"000000000261",10,1,"Load","Bricks, windows, velvet and yoyos",3285.86,"447546657840","418850024373","Oliver Velazquez","Patricia Benitez"
"000000000261",10,2,"Unload","Flash-frozen french fries, uranium and windows",525.63,"232810993856","","Kevin Nelson",""
"000000000261",11,1,"Hook","Jogging pants and apples",7821.78,"871691942995","385014073694","Betty French",""
"000000000261",11,2,"Unload","Nylon stockings and orange juice",6573.96,"707729932242","627265153338","Tammy Williams",""
"000000000261",12,1,"Hook","Dogfood, ice cream cones and orange juice",344.96,"","986081774635","Isaiah K. Mitchell",""
"000000000261",13,1,"Unload","Nylon stockings, dogfood, stovepipe hats and yoyos",1616.26,"276583201239","677225026919","Kevin S. Yarbrough",""
"000000000262",2,1,"Load","Uranium, flash-frozen french fries, quilts and machinery",9249.01,"389890577962","83878475633","Samuel O'Toole","Alfred Yarbrough"
"000000000262",3,1,"Hook","Krazy glue, jogging pants and potatoes",1389.85,"324060193359","335612401770","Samuel Q. Perry","Kevin Velazquez-Underwood"
"000000000262",4,1,"Hook","krazy glue",6734.18,"550811415848","939431151529","William R. Irvin-Smith",""
"000000000262",5,1,"Drop","Yoyos and krazy glue",8139.57,"","","Kevin Quasnoy",""
"000000000262",6,1,"Unload","machinery",1396.65,"","484802651112","Xaviera I. Jackson",""
"000000000262",7,1,"Hook","Lobsters and engine parts",7116.18,"107115631879","378784102088","Betty Anderson",""
"000000000262",8,1,"Hook","lobsters",3593.38,"","","Francis Lewis",""
"000000000262",9,1,"Drop","Nylon stockings, radium and lobsters",4744.1,"","","Nancy Edwards",""
"000000000262",10,1,"Load","Hot dog buns and dogfood",9074.86,"61465217108","511057597378","Samuel Dawson",""
"000000000262",11,1,"Unload","Windows and orange juice",5817.85,"30312609406","","Danielle Williams","Yancey Yarbrough-Ramakrishnan"
"000000000262",12,1,"Unload","jogging pants",9644.38,"904685245158","689521448","Danielle Benitez",""
"000000000263",2,1,"Hook","Ice cream cones, hot dog buns, x-ray machine parts and apples",2508.47,"514055131190","324403302295","Janice F. Covington-Smith",""
"000000000263",5,1,"Unload","Ice cream cones, Caesar salad mix, x-ray machine parts and velvet",3947.85,"","","Eduardo J. Perry","Xaviera L. Benitez"
"000000000264",2,1,"Load","Apples, potatoes, machinery and gold",7493.73,"88610904954","","Francis Mitchell",""
"000000000264",3,1,"Hook","nylon stockings",783.63,"538299980066","692723103219","Betty Nelson",""
"000000000264",4,1,"Hook","windows",4632.2,"285079537537","","Louise Jackson",""
"000000000264",5,1,"Hook","Flash-frozen french fries, orange juice and Caesar salad mix",9649.05,"453935451880","349575450441","Oliver Mitchell",""
"000000000264",6,1,"Unload","velvet",3740.18,"496957689337","","Betty Thompson","Patricia Velazquez"
"000000000265",2,1,"Load","Windows, quilts and dogfood",1305.02,"","181275827671","Eduardo Lewis",""
"000000000265",3,1,"Hook","Uranium, apples, orange juice and potatoes",8833.46,"736440969285","748137160137","George Kern",""
"000000000265",4,1,"Hook","Velvet, machinery, potatoes and lobsters",637.8,"420010223482","","Ulysses Dawson Yarbrough",""
"000000000265",8,1,"Load","Potatoes, radium and quilts",758.42,"94826083533","","Francis Quasnoy-Ramakrishnan","Yancey Covington"
"000000000265",8,2,"Drop","Jogging pants, yoyos, flash-frozen french fries and ice cream cones",5244.31,"298322794520","193598884657","Quincy Underwood",""
"000000000265",9,1,"Hook","Velvet, krazy glue and flash-frozen french fries",4993.6,"250172112170","995996600895","Xaviera I. Yarbrough","Mitchell A. Velazquez"
"000000000265",10,1,"Hook","machinery",6459.54,"","929355725917","Tammy Underwood",""
"000000000265",12,1,"Hook","stovepipe hats",7520.25,"509986178679","","Janice Benitez",""
"000000000265",12,2,"Unload","Bricks, lobsters and hot dog buns",365.74,"","","Velma R. Smith",""
"000000000265",13,1,"Load","nylon stockings",2672.63,"683822392974","593563283827","Isaiah Ramakrishnan",""
"000000000265",14,1,"Load","flash-frozen french fries",2422.72,"","481281624351","Louise M. Covington",""
"000000000265",14,2,"Unload","Quilts, Caesar salad mix and windows",1709.43,"948167081720","","Janice W. Benitez",""
"000000000265",16,1,"Drop","Dogfood, yoyos and orange juice",1851.65,"","517964039398","Tammy G. Lewis",""
"000000000266",2,1,"Load","Caesar salad mix",5294.51,"593281821539","","Charles Irvin",""
"000000000266",3,1,"Drop","Flash-frozen french fries, x-ray machine parts, hot dog buns and krazy glue",7138.09,"","372919294247","Mitchell G. Grimes",""
"000000000266",4,1,"Hook","Dogfood and flash-frozen french fries",9779.7,"","785803148625","Patricia Dawson",""
"000000000266",5,1,"Hook","Caesar salad mix, stovepipe hats, velvet and uranium",3627.12,"165953644267","22103420880","Ulysses I. Quasnoy-Perry",""
"000000000266",6,1,"Drop","windows",4797.38,"","378793312776","Xaviera T. Underwood-Velazquez",""
"000000000266",7,1,"Drop","Quilts and Caesar salad mix",3702.83,"878105725632","","Roberta Anderson",""
"000000000267",2,1,"Hook","Engine parts, machinery, krazy glue and windows",7688.3,"327423087944","255242093557","Mitchell D. Yarbrough",""
"000000000267",3,1,"Drop","uranium",4567.65,"257910143634","","Quincy L. Anderson",""
"000000000267",4,1,"Load","Caesar salad mix and ice cream cones",1582.89,"817972024900","332024211218","Tammy Nelson",""
"000000000267",4,2,"Unload","nylon stockings",8135.83,"","","Francis T. Lewis-Smith",""
"000000000267",5,1,"Load","Machinery and Caesar salad mix",2544.15,"771050283931","833053125536","Janice Nelson-Mitchell",""
"000000000267",5,2,"Unload","Bricks and potatoes",6260.32,"240897617189","628951090583","Eduardo French",""
"000000000267",6,1,"Drop","radium",3430.44,"330880021668","206417499056","Tammy Edwards",""
"000000000267",7,1,"Unload","hot dog buns",8285.69,"382822430416","","Mitchell W. Jackson",""
"000000000268",2,1,"Load","Orange juice, nylon stockings and krazy glue",7236.78,"108456693201","","Louise Jackson",""
"000000000268",3,1,"Unload","Turtle eggs and velvet",5530.64,"517472384708","","Alfred W. Dawson",""
"000000000268",4,1,"Hook","Jogging pants and krazy glue",1633.39,"","","Mitchell Nelson",""
"000000000268",5,1,"Load","Lobsters, radium and yoyos",8656.99,"731753183696","","Quincy Underwood",""
"000000000268",6,1,"Hook","Flash-frozen french fries and potatoes",6530.9,"972924399795","","Samuel Q. Lewis",""
"000000000268",6,2,"Unload","Caesar salad mix and krazy glue",2623.42,"396741882517","889402025790","Kevin Irvin",""
"000000000268",7,1,"Drop","Caesar salad mix, bricks and jogging pants",9749.06,"","5838505594","Velma W. Irvin",""
"000000000268",8,1,"Load","Radium, apples, turtle eggs and bricks",7806.28,"","","Yancey O. Perry",""
